# Logger: PatternLogger | Started: Mon Mar 23 10:12:32 EDT 2026
fired_at,fired_offset_sec,pattern_name,pattern_type,subpatterns,subpattern_confidences,num_subpatterns,num_events,confidence,contributing_streams,nested_event_ids
2026-03-23 10:12:36.464,3.694,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[8e994ff6-905f-42ec-a0cf-5e02a17d15a4]]
2026-03-23 10:12:37.265,4.495,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[22abb74b-dd0b-4c06-ab26-6d3c4460f908]]
2026-03-23 10:12:38.152,5.382,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[a5c483b4-cdfe-46a4-9e65-aa6f624f2a22]]
2026-03-23 10:12:39.043,6.273,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[313a504f-506e-4ad0-a7e6-25e6d99dd5e1]]
2026-03-23 10:12:39.927,7.157,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[a1360257-61dd-492b-a9d8-9a4f3f299c7e]]
2026-03-23 10:12:40.826,8.056,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[f008e388-24a6-4c3b-9199-d4779033dd2f]]
2026-03-23 10:12:41.715,8.945,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[a8e2f870-495c-478d-bf92-efcb3f91ff81]]
2026-03-23 10:12:42.717,9.947,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[e76930ca-b1d1-4c29-947e-628783371be6]]
2026-03-23 10:12:43.498,10.728,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[479c05d4-1dbf-4294-b14c-6a4d30ef322d]]
2026-03-23 10:12:44.381,11.611,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[d16e0305-26de-4963-b549-3af17dc76370]]
2026-03-23 10:12:44.479,11.709,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[5136cd3a-d5d2-4d5d-9143-976604fa0cac]]
2026-03-23 10:12:45.281,12.511,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[fe0aa41b-4579-4cd4-a4f8-0909535422ac]]
2026-03-23 10:12:45.284,12.514,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[5136cd3a-d5d2-4d5d-9143-976604fa0cac];[fe0aa41b-4579-4cd4-a4f8-0909535422ac]]
2026-03-23 10:12:46.268,13.498,EngineOverheat,atomic,[EngineOverheat],[0.9955],1,1,0.9955,[engine-temp-1],[[c22b2507-fe68-4b77-a942-26393c900df4]]
2026-03-23 10:12:46.272,13.502,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;0.9955],3,3,0.9955,[engine-temp-1;speed-1],[[5136cd3a-d5d2-4d5d-9143-976604fa0cac];[fe0aa41b-4579-4cd4-a4f8-0909535422ac];[c22b2507-fe68-4b77-a942-26393c900df4]]
2026-03-23 10:12:47.049,14.279,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[bd5a27c3-1e7a-4043-aaae-5fc1bb1a37aa]]
2026-03-23 10:12:47.481,14.711,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[455d60ea-c765-4541-8233-a1c1aa3dde26]]
2026-03-23 10:12:47.938,15.168,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[6eb458d0-eb9d-4110-80c9-054b990a3074]]
2026-03-23 10:12:47.939,15.169,HighSpeedOverheat,complex,[Overspeeding;EngineOverheat],[1.0000;1.0000],2,2,1.0000,[engine-temp-1;speed-1],[[455d60ea-c765-4541-8233-a1c1aa3dde26];[6eb458d0-eb9d-4110-80c9-054b990a3074]]
2026-03-23 10:12:48.480,15.710,Overspeeding,atomic,[Overspeeding],[1.0000],1,1,1.0000,[speed-1],[[2ffd6c48-c206-4fa2-8b14-3e05106fc7da]]
2026-03-23 10:12:48.834,16.064,EngineOverheat,atomic,[EngineOverheat],[1.0000],1,1,1.0000,[engine-temp-1],[[e270ac34-ae65-42ad-80b8-cf0024b40810]]
2026-03-23 10:12:48.835,16.065,CrazyEvent,complex,[HighSpeedOverheat;EngineOverheat],[1.0000;1.0000],3,3,1.0000,[engine-temp-1;speed-1],[[455d60ea-c765-4541-8233-a1c1aa3dde26];[6eb458d0-eb9d-4110-80c9-054b990a3074];[e270ac34-ae65-42ad-80b8-cf0024b40810]]
