# Started Tue Oct 14 17:08:55 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
Calumet_Beach_Wave_Height,CalumetBeach201505272400,None,1760476152.0253751,1432684800.0,float,m,0.1,source,None,None,None,None,observed,dataset,{'ground_truth': 0.1}
Montrose_Beach_Wave_Height,MontroseBeach201505262300,None,1760476152.02434,1432681200.0,float,m,0.097,source,None,None,None,None,observed,dataset,{'ground_truth': 0.097}
Montrose_Beach_Wave_Period,MontroseBeach201505262300,None,1760476152.0397334,1432681200.0,float,s,9.0,source,None,None,None,None,observed,dataset,{'ground_truth': 9.0}
Calumet_Beach_Wave_Period,CalumetBeach201505272400,None,1760476152.0397334,1432684800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505262000,None,1760476152.0407352,1432670400.0,float,s,6.0,source,None,None,None,None,observed,dataset,{'ground_truth': 6.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505270100,None,1760476152.0556984,1432688400.0,float,C,15.1,source,None,None,None,None,observed,dataset,{'ground_truth': 15.1}
Montrose_Beach_Water_Temperature,MontroseBeach201505272400,None,1760476152.0716212,1432684800.0,float,C,14.2,source,None,None,None,None,observed,dataset,{'ground_truth': 14.2}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505262100,None,1760476152.0716212,1432674000.0,float,C,14.9,source,None,None,None,None,observed,dataset,{'ground_truth': 14.9}
Calumet_Beach_Turbidity,CalumetBeach201505270100,None,1760476152.087642,1432688400.0,float,NTU,1.01,source,None,None,None,None,observed,dataset,{'ground_truth': 1.01}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505262100,None,1760476152.0886455,1432674000.0,float,NTU,1.05,source,None,None,None,None,observed,dataset,{'ground_truth': 1.05}
Montrose_Beach_Turbidity,MontroseBeach201505272400,None,1760476152.087642,1432684800.0,float,NTU,0.48,source,None,None,None,None,observed,dataset,{'ground_truth': 0.48}
Montrose_Beach_Wave_Height,MontroseBeach201505272400,None,1760476152.1188645,1432684800.0,float,m,0.092,source,None,None,None,None,observed,dataset,{'ground_truth': 0.092}
Calumet_Beach_Wave_Height,CalumetBeach201505270100,None,1760476152.1188645,1432688400.0,float,m,0.108,source,None,None,None,None,observed,dataset,{'ground_truth': 0.108}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505262100,None,1760476152.134814,1432674000.0,float,s,5.0,source,None,None,None,None,observed,dataset,{'ground_truth': 5.0}
Montrose_Beach_Wave_Period,MontroseBeach201505272400,None,1760476152.134814,1432684800.0,float,s,8.0,source,None,None,None,None,observed,dataset,{'ground_truth': 8.0}
Calumet_Beach_Wave_Period,CalumetBeach201505270100,None,1760476152.1504323,1432688400.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505270200,None,1760476152.1670005,1432692000.0,float,C,15.1,source,None,None,None,None,observed,dataset,{'ground_truth': 15.1}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505262200,None,1760476152.1670005,1432677600.0,float,C,14.9,source,None,None,None,None,observed,dataset,{'ground_truth': 14.9}
Montrose_Beach_Water_Temperature,MontroseBeach201505270100,None,1760476152.166222,1432688400.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505262200,None,1760476152.181865,1432677600.0,float,NTU,1.11,source,None,None,None,None,observed,dataset,{'ground_truth': 1.11}
Montrose_Beach_Turbidity,MontroseBeach201505270100,None,1760476152.1966412,1432688400.0,float,NTU,0.48,source,None,None,None,None,observed,dataset,{'ground_truth': 0.48}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505262200,None,1760476152.2114305,1432677600.0,float,m,0.084,source,None,None,None,None,observed,dataset,{'ground_truth': 0.084}
Montrose_Beach_Wave_Height,MontroseBeach201505270100,None,1760476152.2114305,1432688400.0,float,m,0.098,source,None,None,None,None,observed,dataset,{'ground_truth': 0.098}
Calumet_Beach_Wave_Height,CalumetBeach201505270200,None,1760476152.2269022,1432692000.0,float,m,0.087,source,None,None,None,None,observed,dataset,{'ground_truth': 0.087}
Calumet_Beach_Wave_Period,CalumetBeach201505270200,None,1760476152.2417884,1432692000.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Wave_Period,MontroseBeach201505270100,None,1760476152.2427878,1432688400.0,float,s,6.0,source,None,None,None,None,observed,dataset,{'ground_truth': 6.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505270300,None,1760476152.2577913,1432695600.0,float,C,15.1,source,None,None,None,None,observed,dataset,{'ground_truth': 15.1}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505262300,None,1760476152.2577913,1432681200.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
Montrose_Beach_Water_Temperature,MontroseBeach201505270200,None,1760476152.2724197,1432692000.0,float,C,14.3,source,None,None,None,None,observed,dataset,{'ground_truth': 14.3}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505262300,None,1760476152.2890632,1432681200.0,float,NTU,1.04,source,None,None,None,None,observed,dataset,{'ground_truth': 1.04}
Montrose_Beach_Turbidity,MontroseBeach201505270200,None,1760476152.2880633,1432692000.0,float,NTU,0.48,source,None,None,None,None,observed,dataset,{'ground_truth': 0.48}
Calumet_Beach_Turbidity,CalumetBeach201505270300,None,1760476152.2880633,1432695600.0,float,NTU,1.13,source,None,None,None,None,observed,dataset,{'ground_truth': 1.13}
Montrose_Beach_Wave_Height,MontroseBeach201505270200,None,1760476152.3194857,1432692000.0,float,m,0.092,source,None,None,None,None,observed,dataset,{'ground_truth': 0.092}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505262300,None,1760476152.3194857,1432681200.0,float,m,0.085,source,None,None,None,None,observed,dataset,{'ground_truth': 0.085}
Calumet_Beach_Wave_Height,CalumetBeach201505270300,None,1760476152.3204885,1432695600.0,float,m,0.093,source,None,None,None,None,observed,dataset,{'ground_truth': 0.093}
Calumet_Beach_Wave_Period,CalumetBeach201505270300,None,1760476152.3500915,1432695600.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Water_Temperature,MontroseBeach201505270300,None,1760476152.36642,1432695600.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505272400,None,1760476152.36642,1432684800.0,float,C,14.1,source,None,None,None,None,observed,dataset,{'ground_truth': 14.1}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505272400,None,1760476152.3962672,1432684800.0,float,NTU,1.03,source,None,None,None,None,observed,dataset,{'ground_truth': 1.03}
Montrose_Beach_Wave_Height,MontroseBeach201505270300,None,1760476152.4115396,1432695600.0,float,m,0.103,source,None,None,None,None,observed,dataset,{'ground_truth': 0.103}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505272400,None,1760476152.442548,1432684800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505270100,None,1760476152.4579031,1432688400.0,float,C,13.9,source,None,None,None,None,observed,dataset,{'ground_truth': 13.9}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505270100,None,1760476152.4892933,1432688400.0,float,NTU,1.03,source,None,None,None,None,observed,dataset,{'ground_truth': 1.03}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505270100,None,1760476152.5200386,1432688400.0,float,m,0.084,source,None,None,None,None,observed,dataset,{'ground_truth': 0.084}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505270100,None,1760476152.5352736,1432688400.0,float,s,7.0,source,None,None,None,None,observed,dataset,{'ground_truth': 7.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505270200,None,1760476152.565776,1432692000.0,float,C,13.9,source,None,None,None,None,observed,dataset,{'ground_truth': 13.9}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505270200,None,1760476152.580954,1432692000.0,float,NTU,1.01,source,None,None,None,None,observed,dataset,{'ground_truth': 1.01}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505270300,None,1760476152.718944,1432695600.0,float,m,0.089,source,None,None,None,None,observed,dataset,{'ground_truth': 0.089}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505270300,None,1760476152.7343552,1432695600.0,float,s,6.0,source,None,None,None,None,observed,dataset,{'ground_truth': 6.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505270900,None,1760476152.858797,1432717200.0,float,C,15.1,source,None,None,None,None,observed,dataset,{'ground_truth': 15.1}
Calumet_Beach_Turbidity,CalumetBeach201505270900,None,1760476152.8901248,1432717200.0,float,NTU,1.05,source,None,None,None,None,observed,dataset,{'ground_truth': 1.05}
Calumet_Beach_Wave_Height,CalumetBeach201505270900,None,1760476152.9214938,1432717200.0,float,m,0.082,source,None,None,None,None,observed,dataset,{'ground_truth': 0.082}
Calumet_Beach_Water_Temperature,CalumetBeach201505271000,None,1760476152.9528072,1432720800.0,float,C,15.1,source,None,None,None,None,observed,dataset,{'ground_truth': 15.1}
Calumet_Beach_Wave_Period,CalumetBeach201505270900,None,1760476152.9528072,1432717200.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Turbidity,CalumetBeach201505271000,None,1760476152.983368,1432720800.0,float,NTU,1.22,source,None,None,None,None,observed,dataset,{'ground_truth': 1.22}
Montrose_Beach_Turbidity,MontroseBeach201505270900,None,1760476152.9986782,1432717200.0,float,NTU,0.33,source,None,None,None,None,observed,dataset,{'ground_truth': 0.33}
Montrose_Beach_Wave_Height,MontroseBeach201505270900,None,1760476153.013985,1432717200.0,float,m,0.089,source,None,None,None,None,observed,dataset,{'ground_truth': 0.089}
Calumet_Beach_Wave_Height,CalumetBeach201505271000,None,1760476153.029714,1432720800.0,float,m,0.079,source,None,None,None,None,observed,dataset,{'ground_truth': 0.079}
Calumet_Beach_Wave_Period,CalumetBeach201505271000,None,1760476153.0463154,1432720800.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Wave_Period,MontroseBeach201505270900,None,1760476153.0463154,1432717200.0,float,s,10.0,source,None,None,None,None,observed,dataset,{'ground_truth': 10.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505271100,None,1760476153.061237,1432724400.0,float,C,15.3,source,None,None,None,None,observed,dataset,{'ground_truth': 15.3}
Montrose_Beach_Water_Temperature,MontroseBeach201505271000,None,1760476153.061237,1432720800.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
Calumet_Beach_Turbidity,CalumetBeach201505271100,None,1760476153.0934894,1432724400.0,float,NTU,1.0,source,None,None,None,None,observed,dataset,{'ground_truth': 1.0}
Montrose_Beach_Turbidity,MontroseBeach201505271000,None,1760476153.0924788,1432720800.0,float,NTU,0.35,source,None,None,None,None,observed,dataset,{'ground_truth': 0.35}
Calumet_Beach_Wave_Height,CalumetBeach201505271100,None,1760476153.1239898,1432724400.0,float,m,0.081,source,None,None,None,None,observed,dataset,{'ground_truth': 0.081}
Montrose_Beach_Wave_Height,MontroseBeach201505271000,None,1760476153.1239898,1432720800.0,float,m,0.089,source,None,None,None,None,observed,dataset,{'ground_truth': 0.089}
Montrose_Beach_Wave_Period,MontroseBeach201505271000,None,1760476153.1396828,1432720800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201505271100,None,1760476153.1396828,1432724400.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505271200,None,1760476153.1556756,1432728000.0,float,C,15.4,source,None,None,None,None,observed,dataset,{'ground_truth': 15.4}
Montrose_Beach_Water_Temperature,MontroseBeach201505271100,None,1760476153.1716752,1432724400.0,float,C,14.5,source,None,None,None,None,observed,dataset,{'ground_truth': 14.5}
Calumet_Beach_Turbidity,CalumetBeach201505271200,None,1760476153.1876793,1432728000.0,float,NTU,1.06,source,None,None,None,None,observed,dataset,{'ground_truth': 1.06}
Montrose_Beach_Turbidity,MontroseBeach201505271100,None,1760476153.1887906,1432724400.0,float,NTU,0.35,source,None,None,None,None,observed,dataset,{'ground_truth': 0.35}
Montrose_Beach_Wave_Height,MontroseBeach201505271100,None,1760476153.2198098,1432724400.0,float,m,0.086,source,None,None,None,None,observed,dataset,{'ground_truth': 0.086}
Calumet_Beach_Wave_Height,CalumetBeach201505271200,None,1760476153.2198098,1432728000.0,float,m,0.087,source,None,None,None,None,observed,dataset,{'ground_truth': 0.087}
Montrose_Beach_Wave_Period,MontroseBeach201505271100,None,1760476153.2353194,1432724400.0,float,s,9.0,source,None,None,None,None,observed,dataset,{'ground_truth': 9.0}
Calumet_Beach_Wave_Period,CalumetBeach201505271200,None,1760476153.2503192,1432728000.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505270900,None,1760476153.2661831,1432717200.0,float,C,14.1,source,None,None,None,None,observed,dataset,{'ground_truth': 14.1}
Montrose_Beach_Water_Temperature,MontroseBeach201505271200,None,1760476153.2661831,1432728000.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
Calumet_Beach_Water_Temperature,CalumetBeach201505271300,None,1760476153.2661831,1432731600.0,float,C,15.3,source,None,None,None,None,observed,dataset,{'ground_truth': 15.3}
Calumet_Beach_Turbidity,CalumetBeach201505271300,None,1760476153.2811248,1432731600.0,float,NTU,1.1,source,None,None,None,None,observed,dataset,{'ground_truth': 1.1}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505270900,None,1760476153.311455,1432717200.0,float,m,0.069,source,None,None,None,None,observed,dataset,{'ground_truth': 0.069}
Montrose_Beach_Wave_Height,MontroseBeach201505271200,None,1760476153.311455,1432728000.0,float,m,0.086,source,None,None,None,None,observed,dataset,{'ground_truth': 0.086}
Calumet_Beach_Wave_Height,CalumetBeach201505271300,None,1760476153.3273792,1432731600.0,float,m,0.09,source,None,None,None,None,observed,dataset,{'ground_truth': 0.09}
Calumet_Beach_Wave_Period,CalumetBeach201505271300,None,1760476153.3432727,1432731600.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505271000,None,1760476153.3577456,1432720800.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
Montrose_Beach_Water_Temperature,MontroseBeach201505271300,None,1760476153.373472,1432731600.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505271000,None,1760476153.389763,1432720800.0,float,NTU,0.92,source,None,None,None,None,observed,dataset,{'ground_truth': 0.92}
Montrose_Beach_Turbidity,MontroseBeach201505271300,None,1760476153.3905654,1432731600.0,float,NTU,0.3,source,None,None,None,None,observed,dataset,{'ground_truth': 0.3}
Montrose_Beach_Wave_Height,MontroseBeach201505271300,None,1760476153.420992,1432731600.0,float,m,0.096,source,None,None,None,None,observed,dataset,{'ground_truth': 0.096}
Montrose_Beach_Wave_Period,MontroseBeach201505271300,None,1760476153.4369206,1432731600.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505271600,None,1760476153.5595663,1432742400.0,float,C,15.4,source,None,None,None,None,observed,dataset,{'ground_truth': 15.4}
Calumet_Beach_Turbidity,CalumetBeach201505271600,None,1760476153.5901349,1432742400.0,float,NTU,1.03,source,None,None,None,None,observed,dataset,{'ground_truth': 1.03}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505271200,None,1760476153.6061556,1432728000.0,float,m,0.098,source,None,None,None,None,observed,dataset,{'ground_truth': 0.098}
Calumet_Beach_Wave_Height,CalumetBeach201505271600,None,1760476153.6220293,1432742400.0,float,m,0.113,source,None,None,None,None,observed,dataset,{'ground_truth': 0.113}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505271200,None,1760476153.6372924,1432728000.0,float,s,6.0,source,None,None,None,None,observed,dataset,{'ground_truth': 6.0}
Calumet_Beach_Wave_Period,CalumetBeach201505271600,None,1760476153.6372924,1432742400.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Water_Temperature,MontroseBeach201505271600,None,1760476153.6676214,1432742400.0,float,C,14.4,source,None,None,None,None,observed,dataset,{'ground_truth': 14.4}
Calumet_Beach_Turbidity,CalumetBeach201505271700,None,1760476153.6834373,1432746000.0,float,NTU,1.41,source,None,None,None,None,observed,dataset,{'ground_truth': 1.41}
Montrose_Beach_Turbidity,MontroseBeach201505271600,None,1760476153.6987607,1432742400.0,float,NTU,0.26,source,None,None,None,None,observed,dataset,{'ground_truth': 0.26}
Montrose_Beach_Wave_Height,MontroseBeach201505271600,None,1760476153.7149777,1432742400.0,float,m,0.196,source,None,None,None,None,observed,dataset,{'ground_truth': 0.196}
Calumet_Beach_Wave_Height,CalumetBeach201505271700,None,1760476153.7302058,1432746000.0,float,m,0.105,source,None,None,None,None,observed,dataset,{'ground_truth': 0.105}
Montrose_Beach_Wave_Period,MontroseBeach201505271600,None,1760476153.7461116,1432742400.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Wave_Period,CalumetBeach201505271700,None,1760476153.7461116,1432746000.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505271800,None,1760476153.7621171,1432749600.0,float,C,15.8,source,None,None,None,None,observed,dataset,{'ground_truth': 15.8}
Montrose_Beach_Turbidity,MontroseBeach201505271700,None,1760476153.7951903,1432746000.0,float,NTU,0.29,source,None,None,None,None,observed,dataset,{'ground_truth': 0.29}
Montrose_Beach_Wave_Period,MontroseBeach201505271700,None,1760476153.8419652,1432746000.0,float,s,8.0,source,None,None,None,None,observed,dataset,{'ground_truth': 8.0}
Calumet_Beach_Wave_Period,CalumetBeach201505271800,None,1760476153.8429694,1432749600.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Water_Temperature,MontroseBeach201505271800,None,1760476153.8725624,1432749600.0,float,C,14.5,source,None,None,None,None,observed,dataset,{'ground_truth': 14.5}
Montrose_Beach_Turbidity,MontroseBeach201505271800,None,1760476153.9024277,1432749600.0,float,NTU,0.25,source,None,None,None,None,observed,dataset,{'ground_truth': 0.25}
Montrose_Beach_Wave_Height,MontroseBeach201505271800,None,1760476153.9184532,1432749600.0,float,m,0.121,source,None,None,None,None,observed,dataset,{'ground_truth': 0.121}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505271600,None,1760476153.9656014,1432742400.0,float,C,14.5,source,None,None,None,None,observed,dataset,{'ground_truth': 14.5}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505271600,None,1760476153.9966507,1432742400.0,float,NTU,0.91,source,None,None,None,None,observed,dataset,{'ground_truth': 0.91}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505271700,None,1760476154.0580652,1432746000.0,float,C,14.5,source,None,None,None,None,observed,dataset,{'ground_truth': 14.5}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505271700,None,1760476154.0896173,1432746000.0,float,NTU,0.94,source,None,None,None,None,observed,dataset,{'ground_truth': 0.94}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505271700,None,1760476154.1052427,1432746000.0,float,m,0.131,source,None,None,None,None,observed,dataset,{'ground_truth': 0.131}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505271800,None,1760476154.166801,1432749600.0,float,C,14.5,source,None,None,None,None,observed,dataset,{'ground_truth': 14.5}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505271800,None,1760476154.182125,1432749600.0,float,NTU,0.93,source,None,None,None,None,observed,dataset,{'ground_truth': 0.93}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505271800,None,1760476154.2133834,1432749600.0,float,m,0.124,source,None,None,None,None,observed,dataset,{'ground_truth': 0.124}
Calumet_Beach_Wave_Height,CalumetBeach201505281100,None,1760476155.527773,1432810800.0,float,m,0.085,source,None,None,None,None,observed,dataset,{'ground_truth': 0.085}
Calumet_Beach_Turbidity,CalumetBeach201505281200,None,1760476155.59135,1432814400.0,float,NTU,0.74,source,None,None,None,None,observed,dataset,{'ground_truth': 0.74}
Montrose_Beach_Turbidity,MontroseBeach201505281100,None,1760476155.5903451,1432810800.0,float,NTU,0.2,source,None,None,None,None,observed,dataset,{'ground_truth': 0.2}
Calumet_Beach_Wave_Height,CalumetBeach201505281200,None,1760476155.6213746,1432814400.0,float,m,0.092,source,None,None,None,None,observed,dataset,{'ground_truth': 0.092}
Montrose_Beach_Wave_Height,MontroseBeach201505281100,None,1760476155.6213746,1432810800.0,float,m,0.118,source,None,None,None,None,observed,dataset,{'ground_truth': 0.118}
Montrose_Beach_Wave_Period,MontroseBeach201505281100,None,1760476155.637228,1432810800.0,float,s,6.0,source,None,None,None,None,observed,dataset,{'ground_truth': 6.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505281300,None,1760476155.6523192,1432818000.0,float,C,17.3,source,None,None,None,None,observed,dataset,{'ground_truth': 17.3}
Calumet_Beach_Wave_Period,CalumetBeach201505281200,None,1760476155.6523192,1432814400.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Water_Temperature,MontroseBeach201505281200,None,1760476155.6679654,1432814400.0,float,C,14.6,source,None,None,None,None,observed,dataset,{'ground_truth': 14.6}
Calumet_Beach_Turbidity,CalumetBeach201505281300,None,1760476155.6834846,1432818000.0,float,NTU,0.72,source,None,None,None,None,observed,dataset,{'ground_truth': 0.72}
Montrose_Beach_Turbidity,MontroseBeach201505281200,None,1760476155.6984675,1432814400.0,float,NTU,0.25,source,None,None,None,None,observed,dataset,{'ground_truth': 0.25}
Montrose_Beach_Wave_Height,MontroseBeach201505281200,None,1760476155.713936,1432814400.0,float,m,0.092,source,None,None,None,None,observed,dataset,{'ground_truth': 0.092}
Calumet_Beach_Wave_Height,CalumetBeach201505281300,None,1760476155.729538,1432818000.0,float,m,0.121,source,None,None,None,None,observed,dataset,{'ground_truth': 0.121}
Montrose_Beach_Wave_Period,MontroseBeach201505281200,None,1760476155.7453318,1432814400.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201505281300,None,1760476155.7453318,1432818000.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505281400,None,1760476155.7604659,1432821600.0,float,C,17.6,source,None,None,None,None,observed,dataset,{'ground_truth': 17.6}
Montrose_Beach_Water_Temperature,MontroseBeach201505281300,None,1760476155.7767406,1432818000.0,float,C,14.7,source,None,None,None,None,observed,dataset,{'ground_truth': 14.7}
Calumet_Beach_Turbidity,CalumetBeach201505281400,None,1760476155.7924151,1432821600.0,float,NTU,0.79,source,None,None,None,None,observed,dataset,{'ground_truth': 0.79}
Montrose_Beach_Wave_Height,MontroseBeach201505281300,None,1760476155.8235767,1432818000.0,float,m,0.129,source,None,None,None,None,observed,dataset,{'ground_truth': 0.129}
Calumet_Beach_Wave_Height,CalumetBeach201505281400,None,1760476155.8235767,1432821600.0,float,m,0.156,source,None,None,None,None,observed,dataset,{'ground_truth': 0.156}
Calumet_Beach_Wave_Period,CalumetBeach201505281400,None,1760476155.8383818,1432821600.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Wave_Period,MontroseBeach201505281300,None,1760476155.8383818,1432818000.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505281100,None,1760476155.8690321,1432810800.0,float,C,15.0,source,None,None,None,None,observed,dataset,{'ground_truth': 15.0}
Montrose_Beach_Water_Temperature,MontroseBeach201505281400,None,1760476155.8690321,1432821600.0,float,C,15.2,source,None,None,None,None,observed,dataset,{'ground_truth': 15.2}
Calumet_Beach_Turbidity,CalumetBeach201505281500,None,1760476155.8861535,1432825200.0,float,NTU,0.88,source,None,None,None,None,observed,dataset,{'ground_truth': 0.88}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505281100,None,1760476155.8852365,1432810800.0,float,NTU,0.82,source,None,None,None,None,observed,dataset,{'ground_truth': 0.82}
Montrose_Beach_Turbidity,MontroseBeach201505281400,None,1760476155.9014766,1432821600.0,float,NTU,0.27,source,None,None,None,None,observed,dataset,{'ground_truth': 0.27}
Montrose_Beach_Wave_Height,MontroseBeach201505281400,None,1760476155.9170396,1432821600.0,float,m,0.133,source,None,None,None,None,observed,dataset,{'ground_truth': 0.133}
Calumet_Beach_Wave_Height,CalumetBeach201505281500,None,1760476155.9170396,1432825200.0,float,m,0.129,source,None,None,None,None,observed,dataset,{'ground_truth': 0.129}
Calumet_Beach_Wave_Period,CalumetBeach201505281500,None,1760476155.947358,1432825200.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Water_Temperature,MontroseBeach201505281500,None,1760476155.9631863,1432825200.0,float,C,15.8,source,None,None,None,None,observed,dataset,{'ground_truth': 15.8}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505281200,None,1760476155.9631863,1432814400.0,float,C,15.6,source,None,None,None,None,observed,dataset,{'ground_truth': 15.6}
Calumet_Beach_Water_Temperature,CalumetBeach201505281600,None,1760476155.9631863,1432828800.0,float,C,17.7,source,None,None,None,None,observed,dataset,{'ground_truth': 17.7}
63rd_Street_Beach_Turbidity,63rdStreetBeach201505281200,None,1760476155.99425,1432814400.0,float,NTU,0.78,source,None,None,None,None,observed,dataset,{'ground_truth': 0.78}
Montrose_Beach_Turbidity,MontroseBeach201505281500,None,1760476155.9952507,1432825200.0,float,NTU,0.32,source,None,None,None,None,observed,dataset,{'ground_truth': 0.32}
Calumet_Beach_Turbidity,CalumetBeach201505281600,None,1760476155.99425,1432828800.0,float,NTU,0.82,source,None,None,None,None,observed,dataset,{'ground_truth': 0.82}
Montrose_Beach_Wave_Height,MontroseBeach201505281500,None,1760476156.0253563,1432825200.0,float,m,0.097,source,None,None,None,None,observed,dataset,{'ground_truth': 0.097}
Calumet_Beach_Wave_Period,CalumetBeach201505281600,None,1760476156.0407326,1432828800.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Water_Temperature,CalumetBeach201505281700,None,1760476156.0565114,1432832400.0,float,C,18.1,source,None,None,None,None,observed,dataset,{'ground_truth': 18.1}
Montrose_Beach_Water_Temperature,MontroseBeach201505281600,None,1760476156.0730093,1432828800.0,float,C,16.4,source,None,None,None,None,observed,dataset,{'ground_truth': 16.4}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505281300,None,1760476156.0720146,1432818000.0,float,C,16.2,source,None,None,None,None,observed,dataset,{'ground_truth': 16.2}
Montrose_Beach_Turbidity,MontroseBeach201505281600,None,1760476156.0877829,1432828800.0,float,NTU,0.32,source,None,None,None,None,observed,dataset,{'ground_truth': 0.32}
Calumet_Beach_Turbidity,CalumetBeach201505281700,None,1760476156.0877829,1432832400.0,float,NTU,0.77,source,None,None,None,None,observed,dataset,{'ground_truth': 0.77}
