# Started Tue Oct 14 17:08:55 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
Montrose_Beach_Turbidity,MontroseBeach201507030400,None,1760476241.2889247,1435896000.0,float,NTU,5.14,source,None,None,None,None,observed,dataset,{'ground_truth': 5.14}
Montrose_Beach_Wave_Height,MontroseBeach201507030400,None,1760476241.3110852,1435896000.0,float,m,0.301,source,None,None,None,None,observed,dataset,{'ground_truth': 0.301}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030100,None,1760476241.3110852,1435885200.0,float,m,0.302,source,None,None,None,None,observed,dataset,{'ground_truth': 0.302}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507030100,None,1760476241.3333585,1435885200.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507030500,None,1760476241.3451135,1435899600.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Montrose_Beach_Wave_Period,MontroseBeach201507030400,None,1760476241.3451135,1435896000.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507030600,None,1760476241.355547,1435903200.0,float,C,18.8,source,None,None,None,None,observed,dataset,{'ground_truth': 18.8}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507030200,None,1760476241.3709412,1435888800.0,float,C,18.7,source,None,None,None,None,observed,dataset,{'ground_truth': 18.7}
Calumet_Beach_Turbidity,CalumetBeach201507030600,None,1760476241.3893032,1435903200.0,float,NTU,1.87,source,None,None,None,None,observed,dataset,{'ground_truth': 1.87}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030200,None,1760476241.4165747,1435888800.0,float,m,0.316,source,None,None,None,None,observed,dataset,{'ground_truth': 0.316}
Montrose_Beach_Wave_Height,MontroseBeach201507030500,None,1760476241.4165747,1435899600.0,float,m,0.29,source,None,None,None,None,observed,dataset,{'ground_truth': 0.29}
Calumet_Beach_Wave_Height,CalumetBeach201507030600,None,1760476241.4165747,1435903200.0,float,m,0.179,source,None,None,None,None,observed,dataset,{'ground_truth': 0.179}
Montrose_Beach_Wave_Period,MontroseBeach201507030500,None,1760476241.4555693,1435899600.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507030700,None,1760476241.4555693,1435906800.0,float,C,18.7,source,None,None,None,None,observed,dataset,{'ground_truth': 18.7}
Montrose_Beach_Water_Temperature,MontroseBeach201507030600,None,1760476241.4661336,1435903200.0,float,C,18.0,source,None,None,None,None,observed,dataset,{'ground_truth': 18.0}
Calumet_Beach_Turbidity,CalumetBeach201507030700,None,1760476241.4931016,1435906800.0,float,NTU,1.75,source,None,None,None,None,observed,dataset,{'ground_truth': 1.75}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030300,None,1760476241.509021,1435892400.0,float,m,0.281,source,None,None,None,None,observed,dataset,{'ground_truth': 0.281}
Calumet_Beach_Wave_Period,CalumetBeach201507030700,None,1760476241.5391567,1435906800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507030300,None,1760476241.5391567,1435892400.0,float,s,5.0,source,None,None,None,None,observed,dataset,{'ground_truth': 5.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507030400,None,1760476241.5596788,1435896000.0,float,C,18.6,source,None,None,None,None,observed,dataset,{'ground_truth': 18.6}
63rd_Street_Beach_Turbidity,63rdStreetBeach201507030400,None,1760476241.5930374,1435896000.0,float,NTU,3.16,source,None,None,None,None,observed,dataset,{'ground_truth': 3.16}
Calumet_Beach_Turbidity,CalumetBeach201507030800,None,1760476241.5930374,1435910400.0,float,NTU,1.7,source,None,None,None,None,observed,dataset,{'ground_truth': 1.7}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030400,None,1760476241.6086905,1435896000.0,float,m,0.263,source,None,None,None,None,observed,dataset,{'ground_truth': 0.263}
Calumet_Beach_Wave_Height,CalumetBeach201507030800,None,1760476241.6265218,1435910400.0,float,m,0.173,source,None,None,None,None,observed,dataset,{'ground_truth': 0.173}
Montrose_Beach_Wave_Period,MontroseBeach201507030700,None,1760476241.6452034,1435906800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507030500,None,1760476241.6610959,1435899600.0,float,C,18.6,source,None,None,None,None,observed,dataset,{'ground_truth': 18.6}
Calumet_Beach_Water_Temperature,CalumetBeach201507030900,None,1760476241.6610959,1435914000.0,float,C,18.9,source,None,None,None,None,observed,dataset,{'ground_truth': 18.9}
63rd_Street_Beach_Turbidity,63rdStreetBeach201507030500,None,1760476241.6937413,1435899600.0,float,NTU,3.06,source,None,None,None,None,observed,dataset,{'ground_truth': 3.06}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030500,None,1760476241.7096705,1435899600.0,float,m,0.244,source,None,None,None,None,observed,dataset,{'ground_truth': 0.244}
Montrose_Beach_Wave_Height,MontroseBeach201507030800,None,1760476241.7106788,1435910400.0,float,m,0.25,source,None,None,None,None,observed,dataset,{'ground_truth': 0.25}
Calumet_Beach_Wave_Height,CalumetBeach201507030900,None,1760476241.7266695,1435914000.0,float,m,0.156,source,None,None,None,None,observed,dataset,{'ground_truth': 0.156}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507030500,None,1760476241.7423177,1435899600.0,float,s,5.0,source,None,None,None,None,observed,dataset,{'ground_truth': 5.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507031000,None,1760476241.758427,1435917600.0,float,C,19.1,source,None,None,None,None,observed,dataset,{'ground_truth': 19.1}
Montrose_Beach_Water_Temperature,MontroseBeach201507030900,None,1760476241.7744482,1435914000.0,float,C,18.2,source,None,None,None,None,observed,dataset,{'ground_truth': 18.2}
Calumet_Beach_Turbidity,CalumetBeach201507031000,None,1760476241.7904081,1435917600.0,float,NTU,1.38,source,None,None,None,None,observed,dataset,{'ground_truth': 1.38}
Montrose_Beach_Wave_Height,MontroseBeach201507030900,None,1760476241.8109577,1435914000.0,float,m,0.259,source,None,None,None,None,observed,dataset,{'ground_truth': 0.259}
Montrose_Beach_Wave_Period,MontroseBeach201507030900,None,1760476241.842827,1435914000.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507031100,None,1760476241.8585334,1435921200.0,float,C,19.3,source,None,None,None,None,observed,dataset,{'ground_truth': 19.3}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507030700,None,1760476241.8585334,1435906800.0,float,C,18.5,source,None,None,None,None,observed,dataset,{'ground_truth': 18.5}
Montrose_Beach_Water_Temperature,MontroseBeach201507031000,None,1760476241.8743112,1435917600.0,float,C,18.4,source,None,None,None,None,observed,dataset,{'ground_truth': 18.4}
Calumet_Beach_Turbidity,CalumetBeach201507031100,None,1760476241.8900409,1435921200.0,float,NTU,1.58,source,None,None,None,None,observed,dataset,{'ground_truth': 1.58}
Calumet_Beach_Wave_Height,CalumetBeach201507031100,None,1760476241.921861,1435921200.0,float,m,0.139,source,None,None,None,None,observed,dataset,{'ground_truth': 0.139}
Montrose_Beach_Wave_Height,MontroseBeach201507031000,None,1760476241.921861,1435917600.0,float,m,0.245,source,None,None,None,None,observed,dataset,{'ground_truth': 0.245}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507030700,None,1760476241.9378252,1435906800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507030800,None,1760476241.9695935,1435910400.0,float,C,18.4,source,None,None,None,None,observed,dataset,{'ground_truth': 18.4}
Calumet_Beach_Turbidity,CalumetBeach201507031200,None,1760476241.9853406,1435924800.0,float,NTU,1.38,source,None,None,None,None,observed,dataset,{'ground_truth': 1.38}
Montrose_Beach_Wave_Height,MontroseBeach201507031100,None,1760476242.016873,1435921200.0,float,m,0.249,source,None,None,None,None,observed,dataset,{'ground_truth': 0.249}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030800,None,1760476242.016873,1435910400.0,float,m,0.205,source,None,None,None,None,observed,dataset,{'ground_truth': 0.205}
Calumet_Beach_Wave_Height,CalumetBeach201507031200,None,1760476242.016873,1435924800.0,float,m,0.139,source,None,None,None,None,observed,dataset,{'ground_truth': 0.139}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507030800,None,1760476242.0325449,1435910400.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Montrose_Beach_Wave_Period,MontroseBeach201507031100,None,1760476242.0494323,1435921200.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507031200,None,1760476242.0494323,1435924800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Montrose_Beach_Water_Temperature,MontroseBeach201507031200,None,1760476242.0651317,1435924800.0,float,C,18.8,source,None,None,None,None,observed,dataset,{'ground_truth': 18.8}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507030900,None,1760476242.0651317,1435914000.0,float,C,18.6,source,None,None,None,None,observed,dataset,{'ground_truth': 18.6}
Calumet_Beach_Water_Temperature,CalumetBeach201507031300,None,1760476242.0651317,1435928400.0,float,C,19.6,source,None,None,None,None,observed,dataset,{'ground_truth': 19.6}
Calumet_Beach_Turbidity,CalumetBeach201507031300,None,1760476242.0809047,1435928400.0,float,NTU,1.37,source,None,None,None,None,observed,dataset,{'ground_truth': 1.37}
Montrose_Beach_Turbidity,MontroseBeach201507031200,None,1760476242.0968196,1435924800.0,float,NTU,3.7,source,None,None,None,None,observed,dataset,{'ground_truth': 3.7}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507030900,None,1760476242.1132545,1435914000.0,float,m,0.206,source,None,None,None,None,observed,dataset,{'ground_truth': 0.206}
Calumet_Beach_Wave_Height,CalumetBeach201507031300,None,1760476242.1284578,1435928400.0,float,m,0.143,source,None,None,None,None,observed,dataset,{'ground_truth': 0.143}
Calumet_Beach_Wave_Period,CalumetBeach201507031300,None,1760476242.1489313,1435928400.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Montrose_Beach_Water_Temperature,MontroseBeach201507031300,None,1760476242.164704,1435928400.0,float,C,19.1,source,None,None,None,None,observed,dataset,{'ground_truth': 19.1}
Calumet_Beach_Water_Temperature,CalumetBeach201507031400,None,1760476242.164704,1435932000.0,float,C,20.0,source,None,None,None,None,observed,dataset,{'ground_truth': 20.0}
Calumet_Beach_Turbidity,CalumetBeach201507031400,None,1760476242.1962607,1435932000.0,float,NTU,1.27,source,None,None,None,None,observed,dataset,{'ground_truth': 1.27}
Montrose_Beach_Turbidity,MontroseBeach201507031300,None,1760476242.1962607,1435928400.0,float,NTU,3.5,source,None,None,None,None,observed,dataset,{'ground_truth': 3.5}
Calumet_Beach_Wave_Height,CalumetBeach201507031400,None,1760476242.2284236,1435932000.0,float,m,0.135,source,None,None,None,None,observed,dataset,{'ground_truth': 0.135}
Calumet_Beach_Wave_Period,CalumetBeach201507031400,None,1760476242.24465,1435932000.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Montrose_Beach_Wave_Period,MontroseBeach201507031300,None,1760476242.24465,1435928400.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507031500,None,1760476242.2604175,1435935600.0,float,C,20.3,source,None,None,None,None,observed,dataset,{'ground_truth': 20.3}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031100,None,1760476242.2604175,1435921200.0,float,C,19.0,source,None,None,None,None,observed,dataset,{'ground_truth': 19.0}
Montrose_Beach_Turbidity,MontroseBeach201507031400,None,1760476242.2918453,1435932000.0,float,NTU,3.88,source,None,None,None,None,observed,dataset,{'ground_truth': 3.88}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507031100,None,1760476242.3397896,1435921200.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507031500,None,1760476242.3397896,1435935600.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031200,None,1760476242.3709908,1435924800.0,float,C,19.2,source,None,None,None,None,observed,dataset,{'ground_truth': 19.2}
Calumet_Beach_Turbidity,CalumetBeach201507031600,None,1760476242.386773,1435939200.0,float,NTU,1.26,source,None,None,None,None,observed,dataset,{'ground_truth': 1.26}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031200,None,1760476242.4185214,1435924800.0,float,m,0.187,source,None,None,None,None,observed,dataset,{'ground_truth': 0.187}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507031200,None,1760476242.4346447,1435924800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507031600,None,1760476242.4503813,1435939200.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031300,None,1760476242.4662461,1435928400.0,float,C,19.6,source,None,None,None,None,observed,dataset,{'ground_truth': 19.6}
63rd_Street_Beach_Turbidity,63rdStreetBeach201507031300,None,1760476242.498101,1435928400.0,float,NTU,3.27,source,None,None,None,None,observed,dataset,{'ground_truth': 3.27}
Montrose_Beach_Wave_Height,MontroseBeach201507031600,None,1760476242.5146132,1435939200.0,float,m,0.213,source,None,None,None,None,observed,dataset,{'ground_truth': 0.213}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031300,None,1760476242.5137677,1435928400.0,float,m,0.182,source,None,None,None,None,observed,dataset,{'ground_truth': 0.182}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507031300,None,1760476242.5297048,1435928400.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Wave_Period,CalumetBeach201507031700,None,1760476242.54566,1435942800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Montrose_Beach_Wave_Period,MontroseBeach201507031600,None,1760476242.54566,1435939200.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507031800,None,1760476242.5614214,1435946400.0,float,C,20.7,source,None,None,None,None,observed,dataset,{'ground_truth': 20.7}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031400,None,1760476242.5614214,1435932000.0,float,C,19.8,source,None,None,None,None,observed,dataset,{'ground_truth': 19.8}
Montrose_Beach_Water_Temperature,MontroseBeach201507031700,None,1760476242.577274,1435942800.0,float,C,21.3,source,None,None,None,None,observed,dataset,{'ground_truth': 21.3}
Calumet_Beach_Turbidity,CalumetBeach201507031800,None,1760476242.5929472,1435946400.0,float,NTU,1.24,source,None,None,None,None,observed,dataset,{'ground_truth': 1.24}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031400,None,1760476242.6087718,1435932000.0,float,m,0.18,source,None,None,None,None,observed,dataset,{'ground_truth': 0.18}
Montrose_Beach_Wave_Period,MontroseBeach201507031700,None,1760476242.640555,1435942800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Wave_Period,CalumetBeach201507031800,None,1760476242.640555,1435946400.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Water_Temperature,MontroseBeach201507031800,None,1760476242.672024,1435946400.0,float,C,21.8,source,None,None,None,None,observed,dataset,{'ground_truth': 21.8}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031500,None,1760476242.672024,1435935600.0,float,C,20.1,source,None,None,None,None,observed,dataset,{'ground_truth': 20.1}
Calumet_Beach_Turbidity,CalumetBeach201507031900,None,1760476242.6931787,1435950000.0,float,NTU,1.21,source,None,None,None,None,observed,dataset,{'ground_truth': 1.21}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031500,None,1760476242.7090166,1435935600.0,float,m,0.184,source,None,None,None,None,observed,dataset,{'ground_truth': 0.184}
Montrose_Beach_Wave_Height,MontroseBeach201507031800,None,1760476242.7247593,1435946400.0,float,m,0.199,source,None,None,None,None,observed,dataset,{'ground_truth': 0.199}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507031500,None,1760476242.74056,1435935600.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Montrose_Beach_Wave_Period,MontroseBeach201507031800,None,1760476242.74056,1435946400.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Wave_Period,CalumetBeach201507031900,None,1760476242.74056,1435950000.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031600,None,1760476242.7720952,1435939200.0,float,C,20.3,source,None,None,None,None,observed,dataset,{'ground_truth': 20.3}
Montrose_Beach_Water_Temperature,MontroseBeach201507031900,None,1760476242.7720952,1435950000.0,float,C,21.0,source,None,None,None,None,observed,dataset,{'ground_truth': 21.0}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031600,None,1760476242.8194473,1435939200.0,float,m,0.179,source,None,None,None,None,observed,dataset,{'ground_truth': 0.179}
Montrose_Beach_Wave_Height,MontroseBeach201507031900,None,1760476242.8194473,1435950000.0,float,m,0.165,source,None,None,None,None,observed,dataset,{'ground_truth': 0.165}
Calumet_Beach_Wave_Height,CalumetBeach201507032000,None,1760476242.8194473,1435953600.0,float,m,0.173,source,None,None,None,None,observed,dataset,{'ground_truth': 0.173}
Montrose_Beach_Wave_Period,MontroseBeach201507031900,None,1760476242.8353577,1435950000.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507032000,None,1760476242.8514385,1435953600.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507032100,None,1760476242.867208,1435957200.0,float,C,20.7,source,None,None,None,None,observed,dataset,{'ground_truth': 20.7}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031700,None,1760476242.9144707,1435942800.0,float,m,0.202,source,None,None,None,None,observed,dataset,{'ground_truth': 0.202}
Montrose_Beach_Wave_Height,MontroseBeach201507032000,None,1760476242.9144707,1435953600.0,float,m,0.184,source,None,None,None,None,observed,dataset,{'ground_truth': 0.184}
Calumet_Beach_Wave_Height,CalumetBeach201507032100,None,1760476242.9304178,1435957200.0,float,m,0.123,source,None,None,None,None,observed,dataset,{'ground_truth': 0.123}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507031700,None,1760476242.9304178,1435942800.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507032100,None,1760476242.9465363,1435957200.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Montrose_Beach_Wave_Period,MontroseBeach201507032000,None,1760476242.9465363,1435953600.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507032200,None,1760476242.9625618,1435960800.0,float,C,20.8,source,None,None,None,None,observed,dataset,{'ground_truth': 20.8}
Montrose_Beach_Water_Temperature,MontroseBeach201507032100,None,1760476242.9625618,1435957200.0,float,C,20.8,source,None,None,None,None,observed,dataset,{'ground_truth': 20.8}
Montrose_Beach_Turbidity,MontroseBeach201507032100,None,1760476242.9942827,1435957200.0,float,NTU,4.3,source,None,None,None,None,observed,dataset,{'ground_truth': 4.3}
Calumet_Beach_Turbidity,CalumetBeach201507032200,None,1760476242.9942827,1435960800.0,float,NTU,1.41,source,None,None,None,None,observed,dataset,{'ground_truth': 1.41}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031800,None,1760476243.0101545,1435946400.0,float,m,0.163,source,None,None,None,None,observed,dataset,{'ground_truth': 0.163}
Calumet_Beach_Wave_Height,CalumetBeach201507032200,None,1760476243.026301,1435960800.0,float,m,0.116,source,None,None,None,None,observed,dataset,{'ground_truth': 0.116}
Montrose_Beach_Wave_Height,MontroseBeach201507032100,None,1760476243.0252945,1435957200.0,float,m,0.166,source,None,None,None,None,observed,dataset,{'ground_truth': 0.166}
Montrose_Beach_Wave_Period,MontroseBeach201507032100,None,1760476243.0409756,1435957200.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507032200,None,1760476243.0409756,1435960800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507032300,None,1760476243.0568588,1435964400.0,float,C,20.7,source,None,None,None,None,observed,dataset,{'ground_truth': 20.7}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507031900,None,1760476243.0664592,1435950000.0,float,C,21.7,source,None,None,None,None,observed,dataset,{'ground_truth': 21.7}
Montrose_Beach_Water_Temperature,MontroseBeach201507032200,None,1760476243.0664592,1435960800.0,float,C,20.4,source,None,None,None,None,observed,dataset,{'ground_truth': 20.4}
Montrose_Beach_Wave_Height,MontroseBeach201507032200,None,1760476243.1143475,1435960800.0,float,m,0.153,source,None,None,None,None,observed,dataset,{'ground_truth': 0.153}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507031900,None,1760476243.1143475,1435950000.0,float,m,0.169,source,None,None,None,None,observed,dataset,{'ground_truth': 0.169}
Calumet_Beach_Wave_Height,CalumetBeach201507032300,None,1760476243.1143475,1435964400.0,float,m,0.111,source,None,None,None,None,observed,dataset,{'ground_truth': 0.111}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507031900,None,1760476243.1302612,1435950000.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Wave_Period,CalumetBeach201507032300,None,1760476243.1463604,1435964400.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Montrose_Beach_Wave_Period,MontroseBeach201507032200,None,1760476243.1463604,1435960800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507032000,None,1760476243.161594,1435953600.0,float,C,21.6,source,None,None,None,None,observed,dataset,{'ground_truth': 21.6}
Montrose_Beach_Water_Temperature,MontroseBeach201507032300,None,1760476243.161594,1435964400.0,float,C,20.0,source,None,None,None,None,observed,dataset,{'ground_truth': 20.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507042400,None,1760476243.161594,1435968000.0,float,C,20.5,source,None,None,None,None,observed,dataset,{'ground_truth': 20.5}
Calumet_Beach_Turbidity,CalumetBeach201507042400,None,1760476243.19319,1435968000.0,float,NTU,1.59,source,None,None,None,None,observed,dataset,{'ground_truth': 1.59}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507032000,None,1760476243.2088997,1435953600.0,float,m,0.167,source,None,None,None,None,observed,dataset,{'ground_truth': 0.167}
Calumet_Beach_Wave_Height,CalumetBeach201507042400,None,1760476243.2249043,1435968000.0,float,m,0.125,source,None,None,None,None,observed,dataset,{'ground_truth': 0.125}
Montrose_Beach_Wave_Height,MontroseBeach201507032300,None,1760476243.2249043,1435964400.0,float,m,0.17,source,None,None,None,None,observed,dataset,{'ground_truth': 0.17}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507032000,None,1760476243.240119,1435953600.0,float,s,6.0,source,None,None,None,None,observed,dataset,{'ground_truth': 6.0}
Montrose_Beach_Wave_Period,MontroseBeach201507032300,None,1760476243.240119,1435964400.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Wave_Period,CalumetBeach201507042400,None,1760476243.240119,1435968000.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507040100,None,1760476243.255713,1435971600.0,float,C,20.1,source,None,None,None,None,observed,dataset,{'ground_truth': 20.1}
Montrose_Beach_Water_Temperature,MontroseBeach201507042400,None,1760476243.2717073,1435968000.0,float,C,20.0,source,None,None,None,None,observed,dataset,{'ground_truth': 20.0}
Calumet_Beach_Turbidity,CalumetBeach201507040100,None,1760476243.2873838,1435971600.0,float,NTU,1.37,source,None,None,None,None,observed,dataset,{'ground_truth': 1.37}
Montrose_Beach_Wave_Height,MontroseBeach201507042400,None,1760476243.3177555,1435968000.0,float,m,0.158,source,None,None,None,None,observed,dataset,{'ground_truth': 0.158}
Calumet_Beach_Wave_Height,CalumetBeach201507040100,None,1760476243.3177555,1435971600.0,float,m,0.096,source,None,None,None,None,observed,dataset,{'ground_truth': 0.096}
Montrose_Beach_Wave_Period,MontroseBeach201507042400,None,1760476243.3481984,1435968000.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Wave_Period,CalumetBeach201507040100,None,1760476243.3481984,1435971600.0,float,s,4.0,source,None,None,None,None,observed,dataset,{'ground_truth': 4.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507040200,None,1760476243.363507,1435975200.0,float,C,19.9,source,None,None,None,None,observed,dataset,{'ground_truth': 19.9}
63rd_Street_Beach_Turbidity,63rdStreetBeach201507032200,None,1760476243.3949144,1435960800.0,float,NTU,2.82,source,None,None,None,None,observed,dataset,{'ground_truth': 2.82}
63rd_Street_Beach_Wave_Height,63rdStreetBeach201507032200,None,1760476243.409915,1435960800.0,float,m,0.141,source,None,None,None,None,observed,dataset,{'ground_truth': 0.141}
Montrose_Beach_Wave_Height,MontroseBeach201507040100,None,1760476243.4249141,1435971600.0,float,m,0.142,source,None,None,None,None,observed,dataset,{'ground_truth': 0.142}
Calumet_Beach_Wave_Height,CalumetBeach201507040200,None,1760476243.4249141,1435975200.0,float,m,0.098,source,None,None,None,None,observed,dataset,{'ground_truth': 0.098}
Montrose_Beach_Wave_Period,MontroseBeach201507040100,None,1760476243.44041,1435971600.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
63rd_Street_Beach_Wave_Period,63rdStreetBeach201507032200,None,1760476243.44041,1435960800.0,float,s,3.0,source,None,None,None,None,observed,dataset,{'ground_truth': 3.0}
Calumet_Beach_Wave_Period,CalumetBeach201507040200,None,1760476243.44041,1435975200.0,float,s,2.0,source,None,None,None,None,observed,dataset,{'ground_truth': 2.0}
Calumet_Beach_Water_Temperature,CalumetBeach201507040300,None,1760476243.4559314,1435978800.0,float,C,19.7,source,None,None,None,None,observed,dataset,{'ground_truth': 19.7}
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201507032300,None,1760476243.4719262,1435964400.0,float,C,20.0,source,None,None,None,None,observed,dataset,{'ground_truth': 20.0}
63rd_Street_Beach_Turbidity,63rdStreetBeach201507032300,None,1760476243.488929,1435964400.0,float,NTU,2.64,source,None,None,None,None,observed,dataset,{'ground_truth': 2.64}
Calumet_Beach_Turbidity,CalumetBeach201507040300,None,1760476243.487927,1435978800.0,float,NTU,1.26,source,None,None,None,None,observed,dataset,{'ground_truth': 1.26}
